Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,Year,Case_Closure_Days
10191,2021-01-03,,28-02-2021 21:08,Ahmedabad,501,HOMICIDE,48,F,Firearm,Other Crime,12,No,,2021,
10192,2021-02-03,,28-02-2021 20:22,Nagpur,264,IDENTITY THEFT,54,F,Poison,Violent Crime,10,Yes,2021-05-21,2021,80.0
10193,2021-01-03,,01-03-2021 02:22,Delhi,413,VANDALISM,62,F,Poison,Other Crime,19,No,,2021,
10194,,,01-03-2021 05:12,Agra,156,ROBBERY,47,F,Blunt Object,Violent Crime,2,No,,2021,
10195,2021-02-03,,28-02-2021 23:39,Pune,280,CYBERCRIME,75,M,Explosives,Other Crime,10,No,,2021,
10196,2021-01-03,,28-02-2021 19:27,Delhi,202,BURGLARY,51,F,,Other Crime,14,No,,2021,
10197,2021-01-03,,01-03-2021 07:51,Chennai,557,VANDALISM,77,M,Knife,Other Crime,5,No,,2021,
10198,2021-01-03,,01-03-2021 07:25,Patna,386,SHOPLIFTING,56,F,,Other Crime,4,No,,2021,
10199,2021-03-03,,01-03-2021 02:04,Kalyan,412,ASSAULT,78,M,Firearm,Violent Crime,10,Yes,2021-05-28,2021,86.0
10200,2021-01-03,,01-03-2021 02:10,Hyderabad,212,COUNTERFEITING,21,M,,Other Crime,11,Yes,2021-04-06,2021,36.0
10201,2021-03-03,2021-01-03,01-03-2021 18:58,Jaipur,228,CYBERCRIME,67,F,Firearm,Other Crime,12,Yes,2021-03-15,2021,12.0
10202,2021-01-03,2021-01-03,01-03-2021 12:41,Kolkata,445,ASSAULT,47,F,Explosives,Violent Crime,17,Yes,2021-04-10,2021,40.0
10203,2021-02-03,2021-01-03,01-03-2021 02:53,Jaipur,247,DRUG OFFENSE,74,M,Blunt Object,Other Crime,13,Yes,2021-04-11,2021,40.0
10204,2021-02-03,2021-01-03,01-03-2021 04:10,Agra,481,FRAUD,54,F,Poison,Other Crime,9,No,,2021,
10205,2021-03-03,2021-01-03,02-03-2021 01:16,Hyderabad,440,DRUG OFFENSE,54,M,Firearm,Other Crime,12,No,,2021,
10206,2021-03-03,2021-01-03,01-03-2021 12:58,Delhi,416,SHOPLIFTING,63,M,Knife,Other Crime,6,Yes,2021-03-25,2021,22.0
10207,2021-01-03,2021-01-03,01-03-2021 14:11,Chennai,212,FIREARM OFFENSE,42,F,Blunt Object,Fire Accident,11,Yes,2021-03-19,2021,18.0
10208,2021-02-03,2021-01-03,01-03-2021 08:46,Mumbai,222,VEHICLE - STOLEN,20,F,Firearm,Violent Crime,2,Yes,2021-05-29,2021,88.0
10209,2021-03-03,2021-01-03,02-03-2021 04:50,Hyderabad,141,TRAFFIC VIOLATION,19,M,Poison,Traffic Fatality,7,No,,2021,
10210,2021-01-03,2021-01-03,01-03-2021 10:38,Mumbai,272,DRUG OFFENSE,40,F,Firearm,Other Crime,15,No,,2021,
10211,2021-03-03,2021-01-03,02-03-2021 08:32,Lucknow,473,ILLEGAL POSSESSION,54,F,Knife,Other Crime,12,No,,2021,
10212,2021-02-03,2021-01-03,01-03-2021 14:18,Hyderabad,497,DOMESTIC VIOLENCE,51,F,Firearm,Violent Crime,12,Yes,2021-05-07,2021,66.0
10213,2021-02-03,2021-01-03,02-03-2021 03:09,Jaipur,118,SEXUAL ASSAULT,20,F,Firearm,Violent Crime,7,Yes,2023-01-20,2021,689.0
10214,2021-03-03,2021-01-03,01-03-2021 19:47,Ahmedabad,560,DRUG OFFENSE,27,F,,Other Crime,12,No,,2021,
10215,2021-03-03,2021-01-03,02-03-2021 03:12,Visakhapatnam,433,CYBERCRIME,23,F,Knife,Other Crime,4,No,,2021,
10216,2021-04-03,2021-01-03,02-03-2021 03:57,Bhopal,120,SEXUAL ASSAULT,41,F,Other,Violent Crime,5,No,,2021,
10217,2021-02-03,2021-01-03,02-03-2021 01:02,Indore,482,IDENTITY THEFT,19,F,,Violent Crime,5,Yes,2021-05-18,2021,77.0
10218,2021-04-03,2021-01-03,02-03-2021 09:31,Chennai,467,ASSAULT,23,F,,Violent Crime,19,No,,2021,
10219,2021-04-03,2021-01-03,01-03-2021 22:36,Delhi,557,DOMESTIC VIOLENCE,74,M,Explosives,Violent Crime,3,Yes,2021-04-13,2021,40.0
10220,2021-03-03,2021-01-03,02-03-2021 02:15,Kolkata,313,ARSON,14,M,Explosives,Fire Accident,11,Yes,2021-04-01,2021,29.0
10221,2021-02-03,2021-01-03,02-03-2021 04:57,Kanpur,254,SEXUAL ASSAULT,35,F,Blunt Object,Violent Crime,8,No,,2021,
10222,2021-04-03,2021-01-03,02-03-2021 11:19,Ahmedabad,447,VEHICLE - STOLEN,53,M,,Violent Crime,18,No,,2021,
10223,2021-02-03,2021-01-03,02-03-2021 06:02,Bangalore,259,TRAFFIC VIOLATION,26,F,Explosives,Traffic Fatality,16,Yes,2021-03-27,2021,25.0
10224,2021-02-03,2021-01-03,02-03-2021 15:27,Bangalore,543,BURGLARY,23,M,Knife,Other Crime,15,Yes,2021-06-25,2021,115.0
10225,2021-02-03,2021-02-03,02-03-2021 18:06,Hyderabad,472,COUNTERFEITING,18,M,Poison,Other Crime,7,No,,2021,
10226,2021-04-03,2021-02-03,02-03-2021 17:28,Ahmedabad,490,KIDNAPPING,21,M,Explosives,Other Crime,1,Yes,2021-04-18,2021,45.0
10227,2021-03-03,2021-02-03,02-03-2021 06:01,Mumbai,420,VANDALISM,68,M,Firearm,Other Crime,16,No,,2021,
10228,2021-03-03,2021-02-03,03-03-2021 00:44,Kanpur,581,ARSON,17,F,Blunt Object,Fire Accident,17,No,,2021,
10229,2021-04-03,2021-02-03,03-03-2021 02:58,Nagpur,368,HOMICIDE,69,M,Poison,Other Crime,14,Yes,2022-07-13,2021,496.0
10230,2021-04-03,2021-02-03,03-03-2021 01:07,Jaipur,209,ILLEGAL POSSESSION,33,F,Firearm,Other Crime,5,No,,2021,
10231,2021-03-03,2021-02-03,02-03-2021 12:22,Ahmedabad,391,CYBERCRIME,65,F,Blunt Object,Other Crime,10,No,,2021,
10232,2021-04-03,2021-02-03,02-03-2021 10:43,Chennai,555,SEXUAL ASSAULT,44,F,Blunt Object,Violent Crime,16,Yes,2022-02-14,2021,347.0
10233,2021-04-03,2021-02-03,02-03-2021 19:39,Mumbai,585,EXTORTION,55,F,Knife,Other Crime,1,No,,2021,
10234,2021-04-03,2021-02-03,02-03-2021 09:27,Ahmedabad,564,EXTORTION,46,F,Knife,Other Crime,15,Yes,2021-05-01,2021,58.0
10235,2021-03-03,2021-02-03,03-03-2021 08:10,Lucknow,515,EXTORTION,32,F,Explosives,Other Crime,10,No,,2021,
10236,2021-03-03,2021-02-03,02-03-2021 19:35,Bangalore,391,BURGLARY,12,F,Other,Other Crime,5,No,,2021,
10237,2021-04-03,2021-02-03,03-03-2021 01:45,Ahmedabad,372,SEXUAL ASSAULT,53,M,,Violent Crime,15,No,,2021,
10238,2021-04-03,2021-02-03,02-03-2021 19:27,Delhi,214,FIREARM OFFENSE,56,F,Blunt Object,Fire Accident,3,No,,2021,
10239,2021-04-03,2021-02-03,02-03-2021 17:03,Hyderabad,599,ROBBERY,50,M,Knife,Violent Crime,7,Yes,2021-05-04,2021,61.0
10240,2021-04-03,2021-02-03,03-03-2021 12:54,Jaipur,112,DRUG OFFENSE,68,M,Knife,Other Crime,9,No,,2021,
10241,2021-05-03,2021-02-03,03-03-2021 09:09,Chennai,591,SEXUAL ASSAULT,57,F,Blunt Object,Violent Crime,7,No,,2021,
10242,2021-03-03,2021-02-03,03-03-2021 00:51,Ghaziabad,280,SHOPLIFTING,41,F,Other,Other Crime,18,Yes,2021-05-09,2021,67.0
10243,2021-05-03,2021-02-03,03-03-2021 09:31,Indore,479,HOMICIDE,29,F,Explosives,Other Crime,13,No,,2021,
10244,2021-03-03,2021-02-03,03-03-2021 11:12,Ahmedabad,108,COUNTERFEITING,52,F,Knife,Other Crime,1,Yes,2021-04-12,2021,40.0
10245,2021-05-03,2021-02-03,03-03-2021 11:04,Chennai,383,SHOPLIFTING,17,M,Knife,Other Crime,16,No,,2021,
10246,2021-05-03,2021-02-03,03-03-2021 10:07,Kalyan,169,ILLEGAL POSSESSION,76,F,Knife,Other Crime,2,No,,2021,
10247,2021-03-03,2021-02-03,03-03-2021 00:21,Kanpur,126,HOMICIDE,61,F,Knife,Other Crime,3,Yes,2021-10-01,2021,212.0
10248,2021-05-03,2021-02-03,03-03-2021 11:47,Nagpur,138,ASSAULT,35,F,Knife,Violent Crime,4,No,,2021,
10249,2021-04-03,2021-03-03,03-03-2021 15:05,Mumbai,184,COUNTERFEITING,60,M,Other,Other Crime,3,No,,2021,
10250,2021-04-03,2021-03-03,03-03-2021 11:04,Mumbai,560,KIDNAPPING,23,M,Knife,Other Crime,6,No,,2021,
10251,2021-05-03,2021-03-03,03-03-2021 23:44,Kolkata,497,IDENTITY THEFT,68,F,Firearm,Violent Crime,9,No,,2021,
10252,2021-04-03,2021-03-03,03-03-2021 03:00,Lucknow,169,ASSAULT,12,F,Other,Violent Crime,17,No,,2021,
10253,2021-05-03,2021-03-03,03-03-2021 09:16,Hyderabad,569,COUNTERFEITING,69,F,Blunt Object,Other Crime,12,Yes,2021-03-29,2021,24.0
10254,2021-06-03,2021-03-03,04-03-2021 01:56,Chennai,511,EXTORTION,74,F,Poison,Other Crime,8,Yes,2021-05-18,2021,73.0
10255,2021-05-03,2021-03-03,03-03-2021 14:45,Hyderabad,566,SHOPLIFTING,32,M,Blunt Object,Other Crime,3,No,,2021,
10256,2021-03-03,2021-03-03,03-03-2021 23:48,Bangalore,169,VANDALISM,66,M,Blunt Object,Other Crime,9,No,,2021,
10257,2021-04-03,2021-03-03,03-03-2021 20:25,Srinagar,286,COUNTERFEITING,10,F,Firearm,Other Crime,9,Yes,2021-03-23,2021,19.0
10258,2021-06-03,2021-03-03,03-03-2021 20:19,Jaipur,320,DOMESTIC VIOLENCE,73,F,Knife,Violent Crime,17,Yes,2021-04-03,2021,28.0
10259,2021-04-03,2021-03-03,03-03-2021 16:46,Hyderabad,582,VEHICLE - STOLEN,12,F,,Violent Crime,10,Yes,2021-03-11,2021,7.0
10260,2021-04-03,2021-03-03,03-03-2021 17:25,Hyderabad,175,FIREARM OFFENSE,47,M,Blunt Object,Fire Accident,4,Yes,2021-05-25,2021,82.0
10261,2021-04-03,2021-03-03,03-03-2021 18:24,Pune,241,SHOPLIFTING,51,M,Blunt Object,Other Crime,1,No,,2021,
10262,2021-04-03,2021-03-03,03-03-2021 14:56,Mumbai,442,IDENTITY THEFT,44,F,Firearm,Violent Crime,5,Yes,2021-04-21,2021,48.0
10263,2021-05-03,2021-03-03,03-03-2021 14:17,Bangalore,581,VEHICLE - STOLEN,12,F,Knife,Violent Crime,2,Yes,2021-04-19,2021,45.0
10264,2021-04-03,2021-03-03,03-03-2021 19:55,Lucknow,413,KIDNAPPING,65,M,Knife,Other Crime,10,Yes,2021-03-23,2021,19.0
10265,2021-04-03,2021-03-03,04-03-2021 01:24,Chennai,371,HOMICIDE,57,F,Blunt Object,Other Crime,9,No,,2021,
10266,2021-06-03,2021-03-03,04-03-2021 00:36,Chennai,343,COUNTERFEITING,44,F,Blunt Object,Other Crime,18,No,,2021,
10267,2021-04-03,2021-03-03,04-03-2021 02:01,Delhi,160,SHOPLIFTING,27,F,Blunt Object,Other Crime,2,Yes,2021-05-04,2021,61.0
10268,2021-05-03,2021-03-03,04-03-2021 13:26,Ahmedabad,329,FIREARM OFFENSE,38,M,Firearm,Fire Accident,17,Yes,2021-03-31,2021,26.0
10269,2021-06-03,2021-03-03,04-03-2021 05:57,Ludhiana,532,TRAFFIC VIOLATION,24,F,Blunt Object,Traffic Fatality,10,Yes,2021-03-18,2021,12.0
10270,2021-06-03,2021-03-03,04-03-2021 05:20,Ahmedabad,165,HOMICIDE,63,F,Explosives,Other Crime,2,Yes,2022-12-08,2021,642.0
10271,2021-05-03,2021-03-03,04-03-2021 16:23,Bangalore,499,ARSON,53,M,Poison,Fire Accident,13,Yes,2021-04-25,2021,51.0
10272,2021-05-03,2021-03-03,04-03-2021 01:39,Delhi,439,TRAFFIC VIOLATION,69,F,Explosives,Traffic Fatality,3,No,,2021,
10273,2021-04-03,2021-04-03,04-03-2021 21:25,Faridabad,202,CYBERCRIME,46,F,,Other Crime,5,No,,2021,
10274,2021-07-03,2021-04-03,04-03-2021 02:53,Ahmedabad,308,PUBLIC INTOXICATION,73,F,Explosives,Other Crime,8,Yes,2021-03-22,2021,15.0
10275,2021-06-03,2021-04-03,04-03-2021 06:50,Delhi,521,ARSON,67,M,Other,Fire Accident,5,No,,2021,
10276,2021-05-03,2021-04-03,05-03-2021 00:09,Chennai,360,SHOPLIFTING,73,M,Poison,Other Crime,3,Yes,2021-05-27,2021,83.0
10277,2021-06-03,2021-04-03,04-03-2021 06:25,Lucknow,167,KIDNAPPING,45,F,Knife,Other Crime,10,Yes,2021-05-30,2021,85.0
10278,2021-06-03,2021-04-03,05-03-2021 02:20,Mumbai,254,CYBERCRIME,56,F,Knife,Other Crime,14,Yes,2021-04-10,2021,35.0
10279,2021-04-03,2021-04-03,05-03-2021 01:22,Chennai,463,ROBBERY,25,M,Knife,Violent Crime,9,No,,2021,
10280,2021-07-03,2021-04-03,04-03-2021 16:23,Kolkata,261,PUBLIC INTOXICATION,26,M,,Other Crime,4,Yes,2021-03-27,2021,20.0
10281,2021-04-03,2021-04-03,04-03-2021 18:48,Hyderabad,174,ASSAULT,31,F,Knife,Violent Crime,16,No,,2021,
10282,2021-06-03,2021-04-03,04-03-2021 22:40,Kolkata,525,FIREARM OFFENSE,52,M,Explosives,Fire Accident,16,Yes,2021-05-23,2021,78.0
10283,2021-06-03,2021-04-03,04-03-2021 16:12,Kolkata,360,PUBLIC INTOXICATION,34,F,Firearm,Other Crime,14,Yes,2021-03-11,2021,5.0
10284,2021-05-03,2021-04-03,04-03-2021 15:40,Jaipur,388,HOMICIDE,21,F,Knife,Other Crime,7,Yes,2022-05-07,2021,428.0
10285,2021-05-03,2021-04-03,04-03-2021 15:20,Delhi,460,DRUG OFFENSE,65,M,Other,Other Crime,1,No,,2021,
10286,2021-07-03,2021-04-03,04-03-2021 21:26,Patna,518,BURGLARY,42,F,Explosives,Other Crime,16,No,,2021,
10287,2021-05-03,2021-04-03,04-03-2021 14:21,Kanpur,488,BURGLARY,39,F,Other,Other Crime,10,Yes,2021-05-29,2021,85.0
10288,2021-05-03,2021-04-03,05-03-2021 09:30,Delhi,231,ROBBERY,16,M,Other,Violent Crime,6,No,,2021,
10289,2021-05-03,2021-04-03,05-03-2021 00:28,Delhi,379,PUBLIC INTOXICATION,48,F,Firearm,Other Crime,8,Yes,2021-03-29,2021,24.0
10290,2021-07-03,2021-04-03,04-03-2021 17:26,Indore,195,KIDNAPPING,58,M,Explosives,Other Crime,1,No,,2021,
10291,2021-07-03,2021-04-03,05-03-2021 04:47,Surat,187,IDENTITY THEFT,63,F,Knife,Violent Crime,8,No,,2021,
10292,2021-05-03,2021-04-03,05-03-2021 08:07,Chennai,105,VANDALISM,74,M,Knife,Other Crime,14,No,,2021,
10293,2021-05-03,2021-04-03,05-03-2021 05:12,Ahmedabad,201,KIDNAPPING,37,F,Poison,Other Crime,13,No,,2021,
10294,2021-05-03,2021-04-03,05-03-2021 01:24,Hyderabad,160,FRAUD,42,F,Other,Other Crime,10,No,,2021,
10295,2021-06-03,2021-04-03,05-03-2021 19:27,Hyderabad,229,FRAUD,32,F,Blunt Object,Other Crime,9,No,,2021,
10296,2021-06-03,2021-04-03,05-03-2021 06:14,Delhi,377,DRUG OFFENSE,74,M,Explosives,Other Crime,16,Yes,2021-05-06,2021,61.0
10297,2021-07-03,2021-05-03,05-03-2021 23:29,Lucknow,512,TRAFFIC VIOLATION,66,M,Blunt Object,Traffic Fatality,1,No,,2021,
10298,2021-05-03,2021-05-03,05-03-2021 21:19,Kanpur,542,CYBERCRIME,64,M,Blunt Object,Other Crime,19,No,,2021,
10299,2021-06-03,2021-05-03,05-03-2021 21:38,Nagpur,476,DRUG OFFENSE,63,M,Knife,Other Crime,2,Yes,2021-04-20,2021,45.0
10300,2021-07-03,2021-05-03,06-03-2021 01:53,Ahmedabad,239,FRAUD,61,F,Firearm,Other Crime,18,Yes,2021-06-02,2021,87.0
10301,2021-08-03,2021-05-03,05-03-2021 08:00,Bangalore,220,FRAUD,18,F,Poison,Other Crime,3,No,,2021,
10302,2021-06-03,2021-05-03,05-03-2021 23:53,Kanpur,108,DRUG OFFENSE,41,F,Other,Other Crime,15,No,,2021,
10303,2021-07-03,2021-05-03,06-03-2021 05:03,Pune,274,SHOPLIFTING,19,F,Poison,Other Crime,18,No,,2021,
10304,2021-05-03,2021-05-03,05-03-2021 08:55,Chennai,194,DRUG OFFENSE,77,F,Poison,Other Crime,11,No,,2021,
10305,2021-07-03,2021-05-03,05-03-2021 13:48,Visakhapatnam,208,KIDNAPPING,38,F,Explosives,Other Crime,5,No,,2021,
10306,2021-05-03,2021-05-03,06-03-2021 01:31,Varanasi,262,ROBBERY,70,F,,Violent Crime,17,No,,2021,
10307,2021-05-03,2021-05-03,05-03-2021 22:24,Chennai,447,SHOPLIFTING,49,F,Firearm,Other Crime,18,No,,2021,
10308,2021-07-03,2021-05-03,06-03-2021 00:44,Nagpur,362,EXTORTION,66,F,,Other Crime,14,Yes,2021-05-05,2021,59.0
10309,2021-07-03,2021-05-03,05-03-2021 18:57,Kolkata,313,COUNTERFEITING,52,M,Blunt Object,Other Crime,17,Yes,2021-05-09,2021,63.0
10310,2021-08-03,2021-05-03,05-03-2021 21:38,Thane,224,VANDALISM,59,F,,Other Crime,18,No,,2021,
10311,2021-06-03,2021-05-03,05-03-2021 19:40,Bangalore,140,VEHICLE - STOLEN,43,M,Firearm,Violent Crime,3,No,,2021,
10312,2021-07-03,2021-05-03,06-03-2021 10:56,Ludhiana,437,SEXUAL ASSAULT,64,M,Explosives,Violent Crime,5,Yes,2021-12-22,2021,290.0
10313,2021-07-03,2021-05-03,06-03-2021 11:24,Mumbai,480,VANDALISM,23,M,Other,Other Crime,11,Yes,2021-05-21,2021,75.0
10314,2021-08-03,2021-05-03,05-03-2021 18:01,Surat,341,SEXUAL ASSAULT,78,F,Firearm,Violent Crime,8,No,,2021,
10315,2021-07-03,2021-05-03,06-03-2021 07:14,Meerut,584,VANDALISM,21,F,Blunt Object,Other Crime,5,No,,2021,
10316,2021-06-03,2021-05-03,06-03-2021 09:49,Bangalore,166,IDENTITY THEFT,38,M,Firearm,Violent Crime,17,Yes,2021-04-09,2021,34.0
10317,2021-08-03,2021-05-03,06-03-2021 06:10,Bangalore,406,SHOPLIFTING,12,F,,Other Crime,16,Yes,2021-04-29,2021,52.0
10318,2021-06-03,2021-05-03,05-03-2021 22:37,Agra,288,IDENTITY THEFT,58,F,Knife,Violent Crime,8,Yes,2021-04-21,2021,46.0
10319,2021-06-03,2021-05-03,05-03-2021 22:17,Jaipur,208,CYBERCRIME,77,F,,Other Crime,5,Yes,2021-04-26,2021,51.0
10320,2021-07-03,2021-05-03,06-03-2021 13:50,Faridabad,278,IDENTITY THEFT,52,F,Poison,Violent Crime,6,No,,2021,
10321,2021-08-03,2021-06-03,06-03-2021 11:59,Chennai,390,DRUG OFFENSE,46,M,Poison,Other Crime,11,No,,2021,
10322,2021-08-03,2021-06-03,06-03-2021 16:13,Bangalore,296,FRAUD,47,F,,Other Crime,17,No,,2021,
10323,2021-06-03,2021-06-03,06-03-2021 17:06,Patna,256,EXTORTION,43,F,Other,Other Crime,15,No,,2021,
10324,2021-06-03,2021-06-03,06-03-2021 07:18,Thane,116,KIDNAPPING,54,F,Knife,Other Crime,5,Yes,2021-04-16,2021,41.0
10325,2021-07-03,2021-06-03,06-03-2021 19:17,Bangalore,169,KIDNAPPING,19,F,Poison,Other Crime,4,No,,2021,
10326,2021-08-03,2021-06-03,06-03-2021 14:32,Ludhiana,586,EXTORTION,78,F,Blunt Object,Other Crime,3,No,,2021,
10327,2021-08-03,2021-06-03,07-03-2021 01:21,Ghaziabad,212,VEHICLE - STOLEN,57,F,Poison,Violent Crime,10,No,,2021,
10328,2021-08-03,2021-06-03,07-03-2021 06:52,Delhi,255,TRAFFIC VIOLATION,34,M,Knife,Traffic Fatality,9,Yes,2021-04-04,2021,27.0
10329,2021-08-03,2021-06-03,07-03-2021 07:35,Lucknow,344,EXTORTION,69,M,,Other Crime,17,Yes,2021-03-18,2021,10.0
10330,2021-08-03,2021-06-03,06-03-2021 22:41,Bangalore,376,ASSAULT,37,F,Blunt Object,Violent Crime,12,No,,2021,
10331,2021-07-03,2021-06-03,07-03-2021 05:08,Delhi,275,ROBBERY,16,F,,Violent Crime,16,Yes,2021-08-17,2021,163.0
10332,2021-07-03,2021-06-03,06-03-2021 13:22,Hyderabad,151,SEXUAL ASSAULT,74,M,Blunt Object,Violent Crime,2,No,,2021,
10333,2021-07-03,2021-06-03,06-03-2021 12:33,Lucknow,190,KIDNAPPING,47,F,Knife,Other Crime,8,No,,2021,
10334,2021-07-03,2021-06-03,07-03-2021 02:17,Meerut,459,ASSAULT,74,M,Blunt Object,Violent Crime,6,No,,2021,
10335,2021-06-03,2021-06-03,07-03-2021 11:23,Hyderabad,138,SHOPLIFTING,51,F,,Other Crime,4,No,,2021,
10336,2021-06-03,2021-06-03,07-03-2021 10:55,Indore,255,VANDALISM,76,F,Knife,Other Crime,8,Yes,2021-04-18,2021,43.0
10337,2021-07-03,2021-06-03,07-03-2021 00:55,Delhi,280,KIDNAPPING,75,F,Other,Other Crime,1,No,,2021,
10338,2021-08-03,2021-06-03,07-03-2021 05:49,Ahmedabad,178,IDENTITY THEFT,11,M,Blunt Object,Violent Crime,4,Yes,2021-06-05,2021,89.0
10339,2021-09-03,2021-06-03,07-03-2021 09:33,Hyderabad,115,TRAFFIC VIOLATION,30,F,Knife,Traffic Fatality,13,Yes,2021-03-24,2021,15.0
10340,2021-08-03,2021-06-03,06-03-2021 20:58,Srinagar,164,VANDALISM,73,F,Poison,Other Crime,2,Yes,2021-05-02,2021,55.0
10341,2021-09-03,2021-06-03,06-03-2021 20:58,Hyderabad,315,SHOPLIFTING,15,M,,Other Crime,12,Yes,2021-05-01,2021,53.0
10342,2021-07-03,2021-06-03,07-03-2021 18:45,Varanasi,193,FIREARM OFFENSE,47,M,,Fire Accident,9,Yes,2021-05-05,2021,59.0
10343,2021-09-03,2021-06-03,07-03-2021 14:16,Jaipur,508,SEXUAL ASSAULT,57,F,Firearm,Violent Crime,19,Yes,2022-04-25,2021,412.0
10344,2021-09-03,2021-06-03,07-03-2021 02:11,Delhi,535,CYBERCRIME,21,F,Poison,Other Crime,3,No,,2021,
10345,2021-07-03,2021-07-03,07-03-2021 00:03,Hyderabad,534,TRAFFIC VIOLATION,36,F,,Traffic Fatality,2,No,,2021,
10346,2021-09-03,2021-07-03,07-03-2021 21:49,Kolkata,523,IDENTITY THEFT,69,M,Firearm,Violent Crime,5,Yes,2021-03-18,2021,9.0
10347,2021-09-03,2021-07-03,07-03-2021 18:01,Surat,199,CYBERCRIME,31,F,Poison,Other Crime,6,Yes,2021-06-04,2021,87.0
10348,2021-08-03,2021-07-03,07-03-2021 13:57,Patna,155,SEXUAL ASSAULT,29,F,Knife,Violent Crime,7,Yes,2022-02-11,2021,340.0
10349,2021-07-03,2021-07-03,07-03-2021 12:42,Chennai,524,DOMESTIC VIOLENCE,73,M,Explosives,Violent Crime,5,Yes,2021-03-28,2021,21.0
10350,2021-09-03,2021-07-03,07-03-2021 09:32,Lucknow,233,FRAUD,69,F,Knife,Other Crime,5,Yes,2021-03-23,2021,14.0
10351,2021-08-03,2021-07-03,07-03-2021 16:23,Delhi,306,PUBLIC INTOXICATION,32,F,Poison,Other Crime,4,No,,2021,
10352,2021-09-03,2021-07-03,08-03-2021 05:34,Chennai,453,DOMESTIC VIOLENCE,11,M,Blunt Object,Violent Crime,14,Yes,2021-04-24,2021,46.0
10353,2021-09-03,2021-07-03,07-03-2021 21:59,Bangalore,243,COUNTERFEITING,16,F,Blunt Object,Other Crime,2,No,,2021,
10354,2021-07-03,2021-07-03,07-03-2021 17:48,Bangalore,304,PUBLIC INTOXICATION,28,F,Other,Other Crime,11,No,,2021,
10355,2021-07-03,2021-07-03,07-03-2021 15:59,Ahmedabad,213,VANDALISM,51,F,Other,Other Crime,14,Yes,2021-05-05,2021,59.0
10356,2021-07-03,2021-07-03,08-03-2021 01:32,Varanasi,388,ARSON,39,M,Other,Fire Accident,17,Yes,2021-04-14,2021,38.0
10357,2021-10-03,2021-07-03,07-03-2021 22:06,Patna,240,ARSON,46,M,Blunt Object,Fire Accident,19,No,,2021,
10358,2021-10-03,2021-07-03,07-03-2021 15:51,Kanpur,134,SHOPLIFTING,33,F,Poison,Other Crime,16,Yes,2021-06-03,2021,85.0
10359,2021-08-03,2021-07-03,07-03-2021 20:17,Visakhapatnam,507,BURGLARY,56,F,Poison,Other Crime,15,No,,2021,
10360,2021-09-03,2021-07-03,07-03-2021 20:49,Ahmedabad,361,SHOPLIFTING,42,F,Knife,Other Crime,5,Yes,2021-03-27,2021,18.0
10361,2021-08-03,2021-07-03,08-03-2021 13:58,Faridabad,378,TRAFFIC VIOLATION,78,F,Other,Traffic Fatality,5,Yes,2021-04-02,2021,25.0
10362,2021-09-03,2021-07-03,08-03-2021 00:13,Bangalore,241,SEXUAL ASSAULT,22,F,,Violent Crime,17,No,,2021,
10363,2021-09-03,2021-07-03,08-03-2021 06:33,Lucknow,568,DRUG OFFENSE,72,F,Explosives,Other Crime,11,No,,2021,
10364,2021-10-03,2021-07-03,08-03-2021 18:40,Hyderabad,478,SHOPLIFTING,26,F,Firearm,Other Crime,16,No,,2021,
10365,2021-08-03,2021-07-03,07-03-2021 23:07,Chennai,355,BURGLARY,39,F,Poison,Other Crime,12,Yes,2021-06-19,2021,103.0
10366,2021-09-03,2021-07-03,08-03-2021 17:30,Delhi,403,ASSAULT,48,F,Other,Violent Crime,14,No,,2021,
10367,2021-10-03,2021-07-03,08-03-2021 11:28,Vasai,185,SEXUAL ASSAULT,43,F,Firearm,Violent Crime,8,Yes,2021-12-06,2021,271.0
10368,2021-10-03,2021-07-03,08-03-2021 04:55,Delhi,307,SEXUAL ASSAULT,58,M,Explosives,Violent Crime,12,No,,2021,
10369,2021-10-03,2021-08-03,08-03-2021 03:35,Hyderabad,467,DRUG OFFENSE,69,F,Knife,Other Crime,6,No,,2021,
10370,2021-09-03,2021-08-03,08-03-2021 10:08,Thane,119,DRUG OFFENSE,38,M,Blunt Object,Other Crime,7,Yes,2021-03-19,2021,10.0
10371,2021-09-03,2021-08-03,08-03-2021 13:03,Pune,417,VEHICLE - STOLEN,77,F,,Violent Crime,1,No,,2021,
10372,2021-08-03,2021-08-03,08-03-2021 07:42,Delhi,400,BURGLARY,37,F,Firearm,Other Crime,13,No,,2021,
10373,2021-09-03,2021-08-03,08-03-2021 22:36,Delhi,512,VEHICLE - STOLEN,22,F,,Violent Crime,19,No,,2021,
10374,2021-09-03,2021-08-03,08-03-2021 11:52,Mumbai,338,BURGLARY,68,F,Other,Other Crime,17,Yes,2021-06-08,2021,91.0
10375,2021-10-03,2021-08-03,08-03-2021 16:29,Kolkata,229,COUNTERFEITING,65,F,,Other Crime,12,No,,2021,
10376,2021-10-03,2021-08-03,08-03-2021 08:47,Ludhiana,535,ILLEGAL POSSESSION,76,F,Explosives,Other Crime,17,Yes,2021-03-31,2021,21.0
10377,2021-11-03,2021-08-03,09-03-2021 00:36,Bangalore,537,ILLEGAL POSSESSION,69,F,Poison,Other Crime,1,No,,2021,
